AUTHORISATION ID / PERMIT ID,PRIMARY INDUSTRY ACTIVITY DESCRIPTION,OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,EASTING,NORTHING,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD (kg),QUANTITY RELEASED (kg),REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB SECTOR,PNEC (??g/L),Latitude,Longitude,REGION,Year,ACTIVITY DESCRIPTION,EA AREA NAME LABEL,ROUTE NAME LABEL,REGULATED INDUSTRY SECTOR LABEL,REGULATED INDUSTRY SUB SECTOR LABEL
MP3435KP,,Viridor Waste Management Limited,"Elsenham Landfill,ELSENHAM QUARRY HALL ROAD ELSENHAM HERTFORDSHIRE",CM22 6DJ,555000,272000,Hertfordshire and North London,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,52.32421074,0.272938646,East of England,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
VP3838LP,,Oikos Storage Limited,"Hole Haven Wharf,Oikos Stoarge Ltd Haven Road Essex",SS8 0NR,577850,182090,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Hazardous Waste,Hazardous Waste,,51.50974637,0.561480306,East of England,2020,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,,,,
AEECS12290,,Anglian Water,Caister (Great Yarmouth) STW,,654620,309850,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.62663561,1.760843273,East of England,2020,,,,,
AENTS13068,,Anglian Water,Wisbech W.Walton STW,,545800,314100,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.7049387,0.156492431,East of England,2020,,,,,
CNTW.0890,,Anglian Water,BASILDON,,573700,187400,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.5587351,0.504357091,East of England,2020,,,,,
CNTD.0072,,THAMES WATER UTILITIES LTD,DEEPHAMS STW,N9 0BA,535660,193170,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,2.76,Water Industry,Water Industry,,51.62100913,-0.041776901,London,2020,,,,,
CNTD.0085,,THAMES WATER UTILITIES LTD,MOGDEN STW,TW7 7LP,516800,175900,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,5.802,Water Industry,Water Industry,,51.47002109,-0.319801422,London,2020,,,,,
CSSA.0360,,THAMES WATER UTILITIES LTD,BECKTON STW,IG11 0AD,545470,181670,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,16.37,Water Industry,Water Industry,,51.51523004,0.095074299,London,2020,,,,,
CSSA.0362,,THAMES WATER UTILITIES LTD,Crossness Sewage Treatment Works Belvedere Road London Greater London,SE2 9AQ,549100,180670,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,7.358,Water Industry,Water Industry,,51.50529939,0.146927163,London,2020,,,,,
CSSA.0364,,THAMES WATER UTILITIES LTD,RIVERSIDE STW,RM13 8RL,551500,181900,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,1.364,Water Industry,Water Industry,,51.51571312,0.182009069,London,2020,,,,,
CSSV.0382,,THAMES WATER UTILITIES LTD,BEDDINGTON STW,CR0 4TH,529520,166318,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,1.713,Water Industry,Water Industry,,51.38114354,-0.140267568,London,2020,,,,,
VP3039SW,,Viridor Waste Management Limited,Beddington Farmlands Landfill Site 105 Beddington Lane Surrey,CR0 4TD,529160,173250,"Kent, South London and East Sussex",Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.44352253,-0.142914939,London,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
235/1695,,NORTHUMBRIAN WATER LTD,Howdon Sewage Treatment Works Northumberland Dock Road Wallsend Tyne And Wear,NE28 0QD,433340,566290,North East,Controlled Waters,Benzo(a)pyrene,1,4.17,Water Industry,Water Industry,,54.99008932,-1.48048017,North East,2020,,,,,
25/04/1797,,NORTHUMBRIAN WATER LTD,Stressholme STW,UNKNOWN,428900,510400,North East,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,54.48812312,-1.555398971,North East,2020,,,,,
254/1920,,NORTHUMBRIAN WATER LTD,"Industrial Effluent Treatment Works,Bran Sands Tees Dock Road Cleveland",TS6 6UE,456210,524290,North East,Controlled Waters,Benzo(a)pyrene,1,1.9,Water Industry,Water Industry,,54.61065168,-1.13122446,North East,2020,,,,,
254/1966,,NORTHUMBRIAN WATER LTD,SEATON CAREW STW,,451929,527633,North East,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,54.64114858,-1.196907708,North East,2020,,,,,
255/1144,,NORTHUMBRIAN WATER LTD,HENDON STW,SR1 2ES,441049,555891,North East,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,54.89607338,-1.361489979,North East,2020,,,,,
EP3830LE,,ALAB ENVIRONMENTAL SERVICES LIMITED,Seaton Meadows Tofts Farm West Industrial Estate E Brenda Road Hartlepool Cleveland,TS25 2BS,453560,527960,North East,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,54.6439168,-1.171579484,North East,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
JP3030DD,,Industrial Chemicals Limited,Port Clarence Works Huntsman Bridge Port Clarence Middlesbrough Cleveland,TS2 1SD,451200,521300,North East,Controlled Waters,Benzo(a)pyrene,1,0,Chemicals,Chemicals,,54.58431538,-1.209305506,North East,2020,TAR AND BITUMEN; DISTILLING >5 T/A  IN CONNECTION WITH MANUFACTURE,,,,
LP3832NM,,Durham County Council,Joint Stocks Landfill Joint Stocks Quarry Coxhoe Durham,DH6 4RT,433100,536500,North East,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,54.72241213,-1.487633445,North East,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
166993397,,UNITED UTILITIES WATER PLC,Liverpool Waste Water Treatment Sandon Dock Regent Road Liverpool Merseyside,L3 0BE,333730,392800,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,2.95,Water Industry,Water Industry,,53.42780659,-2.998815241,North West,2020,,,,,
16810030,,UNITED UTILITIES WATER PLC,ELLESMERE PORT,,343200,374650,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.26578798,-2.853049091,North West,2020,,,,,
16810068,,UNITED UTILITIES WATER PLC,CREWE,,366690,357370,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.11246624,-2.499080977,North West,2020,,,,,
16920130,,UNITED UTILITIES WATER PLC,ST HELENS,,353820,395900,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.457815,-2.696950956,North West,2020,,,,,
16930112,,UNITED UTILITIES WATER PLC,FAZAKERLEY,,339370,396600,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.46263823,-2.914680426,North West,2020,,,,,
16940143,,UNITED UTILITIES WATER PLC,DAVYHULME,,374800,396460,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,5.53,Water Industry,Water Industry,,53.46427432,-2.381042231,North West,2020,,,,,
16940144,,UNITED UTILITIES WATER PLC,ECCLES,,374960,397150,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.47048389,-2.378687523,North West,2020,,,,,
16940150,,UNITED UTILITIES WATER PLC,SALFORD,,379240,397980,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.47813125,-2.314266989,North West,2020,,,,,
16940151,,UNITED UTILITIES WATER PLC,STOCKPORT,,386520,389820,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.40502394,-2.204224914,North West,2020,,,,,
16950032,,UNITED UTILITIES WATER PLC,BOLTON,,376950,404520,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,2.11,Water Industry,Water Industry,,53.53681846,-2.349253892,North West,2020,,,,,
16950033,,UNITED UTILITIES WATER PLC,BURY,,380450,408050,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,1.28,Water Industry,Water Industry,,53.56868951,-2.296668002,North West,2020,,,,,
16950038,,UNITED UTILITIES WATER PLC,OLDHAM,,389260,404300,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,1.39,Water Industry,Water Industry,,53.53523964,-2.16351158,North West,2020,,,,,
16950041,,UNITED UTILITIES WATER PLC,ROCHDALE,,388160,412370,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,1.25,Water Industry,Water Industry,,53.60775096,-2.180416823,North West,2020,,,,,
16983122,,UNITED UTILITIES WATER PLC,WARRINGTON NORTH,,358110,386960,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,1.36,Water Industry,Water Industry,,53.37782195,-2.631155453,North West,2020,,,,,
16993399,,UNITED UTILITIES WATER PLC,BIRKENHEAD,,332800,389400,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.39713246,-3.012083267,North West,2020,,,,,
17081316,,UNITED UTILITIES WATER PLC,WIGAN,,348170,412020,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,1.43,Water Industry,Water Industry,,53.60216703,-2.784707856,North West,2020,,,,,
17160005,,UNITED UTILITIES WATER PLC,BURNLEY,,382550,435270,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.8134179,-2.266501392,North West,2020,,,,,
17160008,,UNITED UTILITIES WATER PLC,HYNDBURN,,375750,433550,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.79768484,-2.369637359,North West,2020,,,,,
17160024,,UNITED UTILITIES WATER PLC,BLACKBURN,,360470,429410,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,1.15,Water Industry,Water Industry,,53.75953686,-2.601070203,North West,2020,,,,,
17280252,,UNITED UTILITIES WATER PLC,Fleetwood Wwtw Jameson Road Fleetwood Lancashire,FY7 8TW,333090,446180,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,1.57,Water Industry,Water Industry,,53.90743794,-3.019968528,North West,2020,,,,,
17670049,,UNITED UTILITIES WATER PLC,CARLISLE WILLOWHOLME INDUSTRIAL ESTATE CARLISLE CUMBRIA,CA2 5SH,338470,556520,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,54.89959994,-2.960999993,North West,2020,,,,,
BS7722ID,,3C Waste Limited,Maw Green Landfill Site Maw Green Road Coppenhall Cheshire,CW1 5NG,371700,357500,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.11392517,-2.4242491,North West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
BU9068IM,,Viridor Waste Management Limited,Pilsworth North Landfill Site PILSWORTH ROAD LANCASHIRE,BL9 8QZ,381400,408700,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,1.11,Landfill,Non Hazardous Landfill,,53.57456657,-2.282362576,North West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
CM0017801,,DWR CYMRU CYFYNGEDIG LTD,"SEALAND ROAD, CHESTER",CH1 4LD,339300,366600,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.19300444,-2.909977265,North West,2020,,,,,
GP3896CS,,G. M. P. Baird Limited,Tonge Bridge Off Hypatia Street Bury Road Lancashire,BL2 6AA,372840,409390,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Metals Recycling,Metals Recycling,,53.58039312,-2.411689852,North West,2020,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,,,,
JP3338ST,,Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.77289394,-2.975431238,North West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
UP3639LY,,3C Waste Limited,Danes Moss Landfill Site Gawsworth Macclesfield Cheshire,SK11 9QP,390500,371500,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.24043946,-2.143804169,North West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
VP3936UG,,Future Industrial Services Limited,Acornfield Road Waste Management Centre Acornfield Road Knowsley Industrial Park Merseyside,L33 7UF,343780,398870,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Hazardous Waste,Hazardous Waste,,53.48352987,-2.848672101,North West,2020,DISPOSAL OR RECOVERY OF HAZ WASTE WITH  CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING REPACKAGING PRIOR TO SUBMISSION TO ANY OF THE OTHER ACTIVITIES LISTED IN THIS SECTION OR IN SECTION 5.1,,,,
WP3331SK,,Collier Industrial Waste Limited,Trafford Park Waste Treatment Centre Nash Road Trafford Park Manchester Greater Manchester,M17 1SX,377400,397600,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Hazardous Waste,Hazardous Waste,,53.47463952,-2.341962979,North West,2020,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,,,,
WP3331SK,,Collier Industrial Waste Limited,Trafford Park Waste Treatment Centre Nash Road Trafford Park Manchester Greater Manchester,M17 1SX,377400,397600,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Hazardous Waste,Hazardous Waste,,53.47463952,-2.341962979,North West,2020,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,,,,
ZP3433AQ,,Whitehead Restoration Ltd,Whitehead Landfill Lower Green Lane Astley Lancashire,M29 7JZ,370860,399350,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.49004604,-2.440655845,North West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
17160064,,UNITED UTILITIES WATER PLC,PRESTON,,345450,427850,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,1.89,Water Industry,Water Industry,,53.74415785,-2.828594718,North West,2020,,,,,
A.787/S/CH/97,,Southern Water,Ford (Bognor/Littlehampton) STW,BN18 0HY,499490,103030,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.81827977,-0.58903966,South East,2020,,,,,
A1106/S/P/99,,Southern Water,Langley Point STW - Eastbourne,BN21 1SA,564120,100950,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.78489824,0.326849428,South East,2020,,,,,
A1107/S/CH/99,,Southern Water,East Worthing STW,BN11 2SA,516930,103610,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.8202381,-0.341384791,South East,2020,,,,,
A1112/K/00,,Southern Water,"Broomfield Bank WTW, Folkestone Road, Church Hougham, Dover, Kent",CT15 7AB,628500,140100,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.11460863,1.263343594,South East,2020,,,,,
A569/H/90,,Southern Water,Peel Common STW,PO14 2LJ,456500,103300,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,1.08,Water Industry,Water Industry,,50.82648981,-1.199182538,South East,2020,,,,,
A720/K/97,,Southern Water,Motney Hill STW,ME8 7UA,582950,168380,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.38497551,0.627808443,South East,2020,,,,,
A726/IOW/97,,Southern Water,Sandown STW (Ventnor/Bembridge),PO36 8DE,460270,85220,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.66354155,-1.148614865,South East,2020,,,,,
A74/S/87,,Southern Water,Portobello STW (Brighton),BN10 7BD,539300,101460,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,1.04,Water Industry,Water Industry,,50.79597145,-0.02481222,South East,2020,,,,,
A805/K/98,,Southern Water,Ashford STW,TN25 9QB,602020,143250,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.15283806,0.887320109,South East,2020,,,,,
A857/S/P/98,,Southern Water,Bexhill & Hastings STW,TN32 8AY,577300,109200,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.85513774,0.517620778,South East,2020,,,,,
AWCNF10296,,Anglian Water,Cotton Valley STW,,488630,241460,East Anglia,Controlled Waters,Benzo(a)pyrene,1,1.09,Water Industry,Water Industry,,52.06443452,-0.70853596,South East,2020,,,,,
BV7222IV,,Summerleaze Ltd,Hurst Landfill Site Whistley Court and Lea Farm Mohawk Way Woodley Berkshire,RG5 4UE,478600,173400,Thames,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.45413531,-0.870185398,South East,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
BV9900IS,,VIRIDOR WASTE MANAGEMENT LTD,Horton Landfill Small Dole West Sussex,BN5 9XH,520970,112410,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.89850707,-0.281152684,South East,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
CNTD.0067,,THAMES WATER UTILITIES LTD,LONG REACH STW,DA1 5PP,555600,176700,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,3.091,Water Industry,Water Industry,,51.46787978,0.238759509,South East,2020,,,,,
COPA/5571,,Southern Water,"Eastleigh STW, Chickenhall Lane, Eastleigh",SO50 6RQ,446530,118170,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.96108318,-1.33883556,South East,2020,,,,,
COPA/5586,,Southern Water,Millbrook STW,SO15 0HH,438850,112600,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.91156573,-1.448776706,South East,2020,,,,,
CP3935PU,,Viridor Waste Management Limited,Squabb Wood Landfill Site Salisbury Road Shootash Hampshire,SO51 6GA,432770,121520,Solent and South Downs,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.99215054,-1.534453888,South East,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
FB3301CV,,Opes MRF 2013 Limited,Finmere Quarry Landfill Finmere Quarry Banbury Road Finmere Buckinghamshire,MK18 4AJ,462620,232620,East Anglia,Wastewater,Benzo(a)pyrene,1,0,Landfill,Inert Landfill,,51.98851288,-1.089505104,South East,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
FP3599LH,,BKP Waste & Recycling Limited,BKP Hazardous Waste Transfer and Treatment Station Unit 8 Casbrook Park Bunny Lane Timsbury Hampshire,SO51 0PG,436000,124880,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Hazardous Waste,Hazardous Waste,,51.02217087,-1.48810118,South East,2020,DISPOSAL OR RECOVERY OF HAZ WASTE WITH CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BLENDING OR MIXING PRIOR TO SUBMISSION TO ANY OF THE OTHER ACTIVITIES LISTED IN THIS SECTION OR IN SECTION 5.1,,,,
FP3599LH,,BKP Waste & Recycling Limited,BKP Hazardous Waste Transfer and Treatment Station Unit 8 Casbrook Park Bunny Lane Timsbury Hampshire,SO51 0PG,436000,124880,Solent and South Downs,Wastewater,Benzo(a)pyrene,1,0,Hazardous Waste,Hazardous Waste,,51.02217087,-1.48810118,South East,2020,DISPOSAL OR RECOVERY OF HAZ WASTE WITH CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BLENDING OR MIXING PRIOR TO SUBMISSION TO ANY OF THE OTHER ACTIVITIES LISTED IN THIS SECTION OR IN SECTION 5.1,,,,
RP26/73,,Southern Water,Aylesford STW,ME20 7DA,572100,159500,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.30859458,0.467751906,South East,2020,,,,,
WACT/257,,Southern Water,Budds Farm STW,PO9 1JW,470800,105570,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,1.67,Water Industry,Water Industry,,50.84533023,-0.995743581,South East,2020,,,,,
1229,,SOUTH WEST WATER LTD,EXETER STW (Countess Wear),EX2 7AA,294800,89000,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.69110642,-3.490710429,South West,2020,,,,,
10005,,Wessex Water,BATH (SALTFORD) STW,BS31 3ER,368900,168800,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.41735548,-2.448613053,South West,2020,,,,,
40415,,Wessex Water,BOURNEMOUTH (Holdenhurst) STW,BH7 7ES,413300,95230,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.75651622,-1.812815436,South West,2020,,,,,
43091,,Wessex Water,POOLE STW,BH17 7BX,400700,93580,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.74182788,-1.991444522,South West,2020,,,,,
100311,,Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,353250,179400,Wessex,Controlled Waters,Benzo(a)pyrene,1,3.04,Water Industry,Water Industry,,51.51158119,-2.675054415,South West,2020,,,,,
100334,,Wessex Water,WESTON SUPER MARE STW,BS24 0AP,331100,156900,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.30702901,-2.98981133,South West,2020,,,,,
200976,,SOUTH WEST WATER LTD,Brokenbury STW (TORBAY),TQ5 0LL,289750,56310,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.39629959,-3.552494779,South West,2020,,,,,
300454,,SOUTH WEST WATER LTD,Plymouth Central STW,PL4 OPX,249800,53930,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.36605365,-4.113259912,South West,2020,,,,,
BK6858ID,,Viridor Waste Management Limited,Sands Farm Landfill SAND PIT ROAD WILTSHIRE,SN11 8TR,401500,170900,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.43709555,-1.979810204,South West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
BT7272IW,,Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,355500,169600,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.42365206,-2.641397326,South West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
BV2204IZ,,Viridor Waste Management Limited,Lean Quarry Landfill Site Horningtops Cornwall,PL14 3QD,226700,61300,"Devon, Cornwall and the Isles of Scilly",Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.42592044,-4.441169245,South West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
BX4054ID,,Viridor Waste Management Limited,Trigon Hill Landfill Site Bere-Regis to Wareham Road Dorset,BH20 7PB,389600,89400,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.70414374,-2.148637222,South West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
RP3530BC,,Viridor Waste Management Limited,Broadpath Landfill Uffculme Devon,EX15 3EP,306640,113360,"Devon, Cornwall and the Isles of Scilly",Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.91212915,-3.329340506,South West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
S/20/21356/R,,SEVERN TRENT WATER LTD,Netheridge Sewerage Treatment Plant Hempsted Lane Hempsted GLoucester,GL2 5LF,381110,215700,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.83958183,-2.27557936,South West,2020,,,,,
S/20/25430/R,,SEVERN TRENT WATER LTD,Cheltenham STW,GL51 0TH,389930,224860,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.92216852,-2.147834359,South West,2020,,,,,
UP3139BB,,Viridor Waste (Somerset) Limited,Dimmer Landfill Site Dimmer Lane Dimmer Somerset,BA7 7NR,361260,131380,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.08042409,-2.554410196,South West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
ZP3035PH,,Viridor Waste Management Limited,Tatchells Landfill Site Seven Barrows Bere Road Coldharbour Dorset,BH20 7PA,390750,88810,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.69885772,-2.132337266,South West,2020,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
S/06/55232/R,,SEVERN TRENT WATER LTD,Roundhill Sewage Treatment Wor Gibbett Lane Kinver West Midlands,DY7 6PX,303870,202830,West Midlands,Controlled Waters,Benzo(a)pyrene,1,1.08,Water Industry,Water Industry,,51.715932,-3.392880616,West Midlands,2020,,,,,
BB3109LT,,Envirocom (North West) Ltd,West Midlands Recycling Centre Rufford Street Lye Stourbridge West Midlands,DY9 7DP,391740,284490,West Midlands,Wastewater,Benzo(a)pyrene,1,0,Metals Recycling,Metals Recycling,,52.45829513,-2.122989015,West Midlands,2020,DISPOSAL OR RECOVERY OF HAZ WASTE WITH CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BLENDING OR MIXING PRIOR TO SUBMISSION TO ANY OF THE OTHER ACTIVITIES LISTED IN THIS SECTION OR IN SECTION 5.1,,,,
