AUTHORISATION ID / PERMIT ID,PRIMARY INDUSTRY ACTIVITY DESCRIPTION,OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,EASTING,NORTHING,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD (kg),QUANTITY RELEASED (kg),REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB SECTOR,PNEC (??g/L),Latitude,Longitude,REGION
SP3538LE,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Veolia ES Hampshire Limited,Efford Landfill Leachate Treatment Plant Milford Road Lower Pennington Hampshire,SO41 8DF,431230,93150,Solent and South Downs,Wastewater,"Indeno(1,2,3-cd)pyrene",1,0,Landfill,other,,50.73712775,-1.558808545,South East
SP3538LE,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Veolia ES Hampshire Limited,Efford Landfill Leachate Treatment Plant Milford Road Lower Pennington Hampshire,SO41 8DF,431230,93150,Solent and South Downs,Wastewater,Benzo(a)pyrene,1,0,Landfill,other,,50.73712775,-1.558808545,South East
SP3538LE,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Veolia ES Hampshire Limited,Efford Landfill Leachate Treatment Plant Milford Road Lower Pennington Hampshire,SO41 8DF,431230,93150,Solent and South Downs,Wastewater,Fluoranthene,0.1,0,Landfill,other,,50.73712775,-1.558808545,South East
SP3538LE,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Veolia ES Hampshire Limited,Efford Landfill Leachate Treatment Plant Milford Road Lower Pennington Hampshire,SO41 8DF,431230,93150,Solent and South Downs,Wastewater,Heptachlor,0.1,0,Landfill,other,,50.73712775,-1.558808545,South East
COPA/5571,,Southern Water,"Eastleigh STW, Chickenhall Lane, Eastleigh",SO50 6RQ,446530,118170,Solent and South Downs,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.96108318,-1.33883556,South East
COPA/5571,,Southern Water,"Eastleigh STW, Chickenhall Lane, Eastleigh",SO50 6RQ,446530,118170,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.96108318,-1.33883556,South East
COPA/5571,,Southern Water,"Eastleigh STW, Chickenhall Lane, Eastleigh",SO50 6RQ,446530,118170,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,50.96108318,-1.33883556,South East
CNTD.0058,,THAMES WATER UTILITIES LTD,LITTLE MARLOW STW,SL7 3RT,487800,187000,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.57503906,-0.73442945,South East
CTCR.0709,,THAMES WATER UTILITIES LTD,OXFORD STW,OX4 4YU,454200,202200,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.71591849,-1.216867993,South East
CSSC.0315,,THAMES WATER UTILITIES LTD,AYLESBURY STW,HP19 3RT,478900,214800,Thames,Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,51.82625773,-0.856547742,South East
CSSC.0315,,THAMES WATER UTILITIES LTD,AYLESBURY STW,HP19 3RT,478900,214800,Thames,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.82625773,-0.856547742,South East
CSSC.0315,,THAMES WATER UTILITIES LTD,AYLESBURY STW,HP19 3RT,478900,214800,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.82625773,-0.856547742,South East
CNTM.2237,,THAMES WATER UTILITIES LTD,SLOUGH STW,SL1 9EB,494100,179200,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.50391064,-0.645628767,South East
BJ7310IZ,"PAPER, PULP AND BOARD; PRODUCING PULP FROM TIMBER ETC",De La Rue plc,Overton Mill Overton,RG25 3JG,451900,151000,"Kent, South London and East Sussex",Controlled Waters,Cypermethrin,0.005,0,Paper and textiles,Paper & Pulp,1.30E-05,51.25581054,-1.257666877,South East
A1112/K/00,,Southern Water,"Broomfield Bank WTW, Folkestone Road, Church Hougham, Dover, Kent",CT15 7AB,628500,140100,"Kent, South London and East Sussex",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.11460863,1.263343594,South East
A1112/K/00,,Southern Water,"Broomfield Bank WTW, Folkestone Road, Church Hougham, Dover, Kent",CT15 7AB,628500,140100,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.11460863,1.263343594,South East
XP3636KW,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Gerrards Cross Landfill Site Oxford Road Gerrards Cross Buckinghamshire,SL9 8TE,497620,189190,Hertfordshire and North London,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,51.59311122,-0.592161072,South East
XP3636KW,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Gerrards Cross Landfill Site Oxford Road Gerrards Cross Buckinghamshire,SL9 8TE,497620,189190,Hertfordshire and North London,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.59311122,-0.592161072,South East
AWCNF10296,,Anglian Water,Cotton Valley STW,,488630,241460,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.06443452,-0.70853596,South East
CNTD.0044,,THAMES WATER UTILITIES LTD,ESHER STW,KT10 8AU,513500,166000,"Kent, South London and East Sussex",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.38171143,-0.370459257,South East
CNTD.0044,,THAMES WATER UTILITIES LTD,ESHER STW,KT10 8AU,513500,166000,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.38171143,-0.370459257,South East
CTCR.1340,,THAMES WATER UTILITIES LTD,CRAWLEY STW,RH10 3NW,528800,140200,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.14658044,-0.160005597,South East
CTCR.1340,,THAMES WATER UTILITIES LTD,CRAWLEY STW,RH10 3NW,528800,140200,"Kent, South London and East Sussex",Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,51.14658044,-0.160005597,South East
CTCR.1340,,THAMES WATER UTILITIES LTD,CRAWLEY STW,RH10 3NW,528800,140200,"Kent, South London and East Sussex",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.14658044,-0.160005597,South East
A569/H/90,,Southern Water,Peel Common STW,PO14 2LJ,456500,103300,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.82648981,-1.199182538,South East
A726/IOW/97,,Southern Water,Sandown STW (Ventnor/Bembridge),PO36 8DE,460270,85220,Solent and South Downs,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.66354155,-1.148614865,South East
A726/IOW/97,,Southern Water,Sandown STW (Ventnor/Bembridge),PO36 8DE,460270,85220,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.66354155,-1.148614865,South East
A857/S/P/98,,Southern Water,Bexhill & Hastings STW,TN32 8AY,577300,109200,Solent and South Downs,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.85513774,0.517620778,South East
A857/S/P/98,,Southern Water,Bexhill & Hastings STW,TN32 8AY,577300,109200,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.85513774,0.517620778,South East
A720/K/97,,Southern Water,Motney Hill STW,ME8 7UA,582950,168380,"Kent, South London and East Sussex",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.38497551,0.627808443,South East
A720/K/97,,Southern Water,Motney Hill STW,ME8 7UA,582950,168380,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.38497551,0.627808443,South East
COPA/5586,,Southern Water,Millbrook STW,SO15 0HH,438850,112600,Solent and South Downs,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.91156573,-1.448776706,South East
COPA/5586,,Southern Water,Millbrook STW,SO15 0HH,438850,112600,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.91156573,-1.448776706,South East
A805/K/98,,Southern Water,Ashford STW,TN25 9QB,602020,143250,"Kent, South London and East Sussex",Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,51.15283806,0.887320109,South East
A805/K/98,,Southern Water,Ashford STW,TN25 9QB,602020,143250,"Kent, South London and East Sussex",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.15283806,0.887320109,South East
A805/K/98,,Southern Water,Ashford STW,TN25 9QB,602020,143250,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.15283806,0.887320109,South East
A74/S/87,,Southern Water,Portobello STW (Brighton),BN10 7BD,539300,101460,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.79597145,-0.02481222,South East
RP26/73,,Southern Water,Aylesford STW,ME20 7DA,572100,159500,"Kent, South London and East Sussex",Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,51.30859458,0.467751906,South East
RP26/73,,Southern Water,Aylesford STW,ME20 7DA,572100,159500,"Kent, South London and East Sussex",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.30859458,0.467751906,South East
RP26/73,,Southern Water,Aylesford STW,ME20 7DA,572100,159500,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.30859458,0.467751906,South East
CAWM.0942,,THAMES WATER UTILITIES LTD,READING STW,RG2 0RP,471100,170800,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.43175105,-0.978626842,South East
CNTD.0024,,THAMES WATER UTILITIES LTD,CAMBERLEY STW,GU15 3DE,485800,159500,Thames,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.32813663,-0.769943137,South East
CNTD.0024,,THAMES WATER UTILITIES LTD,CAMBERLEY STW,GU15 3DE,485800,159500,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.32813663,-0.769943137,South East
CTCR.0875,,THAMES WATER UTILITIES LTD,BASINGSTOKE STW,RG24 8LL,468000,155200,Thames,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.29188113,-1.026190905,South East
CTCR.0875,,THAMES WATER UTILITIES LTD,BASINGSTOKE STW,RG24 8LL,468000,155200,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.29188113,-1.026190905,South East
A1107/S/CH/99,,Southern Water,East Worthing STW,BN11 2SA,516930,103610,Solent and South Downs,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.8202381,-0.341384791,South East
A1107/S/CH/99,,Southern Water,East Worthing STW,BN11 2SA,516930,103610,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.8202381,-0.341384791,South East
CP3435PR,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",S Grundon (Waste) Limited,Star Works Landfill Site Star Lane Knowle Hill Reading Berkshire,RG10 9XY,482020,179530,Thames,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.50875703,-0.819554349,South East
JP3890VC,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,Hazardous Waste Management Ltd,Four Dells Waste Facility Poles Lane Otterbourne Hampshire,SO21 2DY,445440,172430,Solent and South Downs,Wastewater,Fluoranthene,0.1,0,Waste treatment,Hazardous,,51.4490402,-1.347500365,South East
JP3890VC,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,Hazardous Waste Management Ltd,Four Dells Waste Facility Poles Lane Otterbourne Hampshire,SO21 2DY,445440,172430,Solent and South Downs,Wastewater,Benzo(a)pyrene,1,0,Waste treatment,Hazardous,,51.4490402,-1.347500365,South East
BU5208IJ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Ltd,Blue Haze Land Fill Somerley Ringwood Hampshire,BH24 3QE,412090,107640,Wessex,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,50.86813923,-1.82956417,South East
BU5208IJ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Ltd,Blue Haze Land Fill Somerley Ringwood Hampshire,BH24 3QE,412090,107640,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.86813923,-1.82956417,South East
CP3936LL,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,Viridor Waste (Thames) Ltd,Camberley Treatment Plant Camberley Sewage Treatment Works Doman Road Surrey,GU15 3DF,486230,159750,Thames,Wastewater,Benzo(a)pyrene,1,0,Waste treatment,Hazardous,,51.33031909,-0.763712681,South East
PP3139DJ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Cory Environmental (Gloucestershire) Limited,Greatness Quarry Integrated Waste Management Facility Farm Road Greatness Sevenoaks Kent,TN14 5BP,553600,157800,"Kent, South London and East Sussex",Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,51.29860969,0.201822255,South East
WP3438KV,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Springfield Farm Landfill Broad Lane Beaconsfield Buckinghamshire,HP9 1XD,493020,189290,Hertfordshire and North London,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,51.59478747,-0.658519746,South East
WP3438KV,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Springfield Farm Landfill Broad Lane Beaconsfield Buckinghamshire,HP9 1XD,493020,189290,Hertfordshire and North London,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.59478747,-0.658519746,South East
10005,,Wessex Water,BATH (SALTFORD) STW,BS31 3ER,368900,168800,Wessex,Controlled Waters,Fluoranthene,0.1,0.1,Water Industry,Water Industry,,51.41735548,-2.448613053,South West
S/20/25430/R,,SEVERN TRENT WATER LTD,Cheltenham STW,GL51 0TH,389930,224860,West Midlands,Controlled Waters,Fluoranthene,0.1,0.12,Water Industry,Water Industry,,51.92216852,-2.147834359,South West
300454,,SOUTH WEST WATER LTD,Plymouth Central STW,PL4 OPX,249800,53930,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Fluoranthene,0.1,0.12,Water Industry,Water Industry,,50.36605365,-4.113259912,South West
1229,,SOUTH WEST WATER LTD,EXETER STW (Countess Wear),EX2 7AA,294800,89000,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Fluoranthene,0.1,0.13,Water Industry,Water Industry,,50.69110642,-3.490710429,South West
43091,,Wessex Water,POOLE STW,BH17 7BX,400700,93580,Wessex,Controlled Waters,Fluoranthene,0.1,0.14,Water Industry,Water Industry,,50.74182788,-1.991444522,South West
40415,,Wessex Water,BOURNEMOUTH (Holdenhurst) STW,BH7 7ES,413300,95230,Wessex,Controlled Waters,Fluoranthene,0.1,0.14,Water Industry,Water Industry,,50.75651622,-1.812815436,South West
200976,,SOUTH WEST WATER LTD,Brokenbury STW (TORBAY),TQ5 0LL,289750,56310,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Fluoranthene,0.1,0.15,Water Industry,Water Industry,,50.39629959,-3.552494779,South West
CNTD.0017,,THAMES WATER UTILITIES LTD,SWINDON STW,SN2 2DP,412700,185800,Thames,Controlled Waters,Fluoranthene,0.1,0.16,Water Industry,Water Industry,,51.57092949,-1.818151787,South West
S/20/21356/R,,SEVERN TRENT WATER LTD,Netheridge CHP Plant Hempsted Lane Hempsted Gloucestershire,GL2 5LF,381110,215700,West Midlands,Controlled Waters,Fluoranthene,0.1,0.18,Water Industry,Water Industry,,51.83958183,-2.27557936,South West
100311,,Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,353250,179400,Wessex,Controlled Waters,Fluoranthene,0.1,0.65,Water Industry,Water Industry,,51.51158119,-2.675054415,South West
S/20/21356/R,,SEVERN TRENT WATER LTD,Netheridge CHP Plant Hempsted Lane Hempsted Gloucestershire,GL2 5LF,381110,215700,West Midlands,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.01,Water Industry,Water Industry,,51.83958183,-2.27557936,South West
100311,,Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,353250,179400,Wessex,Controlled Waters,Benzo(a)pyrene,1,2.85,Water Industry,Water Industry,,51.51158119,-2.675054415,South West
100311,,Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,353250,179400,Wessex,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,3.69,Water Industry,Water Industry,,51.51158119,-2.675054415,South West
CP3731LZ,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Plymouth City Council,Chelson Meadow Leachate Treatment Plant The Ride Plymouth Devon,PL9 7JA,250580,54460,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Landfill,other,,50.37101556,-4.102511064,South West
CP3731LZ,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Plymouth City Council,Chelson Meadow Leachate Treatment Plant The Ride Plymouth Devon,PL9 7JA,250580,54460,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Fluoranthene,0.1,0,Landfill,other,,50.37101556,-4.102511064,South West
CP3731LZ,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Plymouth City Council,Chelson Meadow Leachate Treatment Plant The Ride Plymouth Devon,PL9 7JA,250580,54460,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Landfill,other,,50.37101556,-4.102511064,South West
DP3834GW,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Commercial Recycling Limited,Southwood Landfill Site Evercreech Somerset,BA4 6LX,363920,137020,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Hazardous Landfill,,51.1313113,-2.517004785,South West
CNTD.0017,,THAMES WATER UTILITIES LTD,SWINDON STW,SN2 2DP,412700,185800,Thames,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.57092949,-1.818151787,South West
CNTD.0017,,THAMES WATER UTILITIES LTD,SWINDON STW,SN2 2DP,412700,185800,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.57092949,-1.818151787,South West
S/20/25430/R,,SEVERN TRENT WATER LTD,Cheltenham STW,GL51 0TH,389930,224860,West Midlands,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.92216852,-2.147834359,South West
S/20/25430/R,,SEVERN TRENT WATER LTD,Cheltenham STW,GL51 0TH,389930,224860,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.92216852,-2.147834359,South West
300454,,SOUTH WEST WATER LTD,Plymouth Central STW,PL4 OPX,249800,53930,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.36605365,-4.113259912,South West
300454,,SOUTH WEST WATER LTD,Plymouth Central STW,PL4 OPX,249800,53930,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.36605365,-4.113259912,South West
1229,,SOUTH WEST WATER LTD,EXETER STW (Countess Wear),EX2 7AA,294800,89000,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.69110642,-3.490710429,South West
1229,,SOUTH WEST WATER LTD,EXETER STW (Countess Wear),EX2 7AA,294800,89000,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.69110642,-3.490710429,South West
200976,,SOUTH WEST WATER LTD,Brokenbury STW (TORBAY),TQ5 0LL,289750,56310,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.39629959,-3.552494779,South West
200976,,SOUTH WEST WATER LTD,Brokenbury STW (TORBAY),TQ5 0LL,289750,56310,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.39629959,-3.552494779,South West
43091,,Wessex Water,POOLE STW,BH17 7BX,400700,93580,Wessex,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.74182788,-1.991444522,South West
43091,,Wessex Water,POOLE STW,BH17 7BX,400700,93580,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.74182788,-1.991444522,South West
S/20/21356/R,,SEVERN TRENT WATER LTD,Netheridge CHP Plant Hempsted Lane Hempsted Gloucestershire,GL2 5LF,381110,215700,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.83958183,-2.27557936,South West
40415,,Wessex Water,BOURNEMOUTH (Holdenhurst) STW,BH7 7ES,413300,95230,Wessex,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.75651622,-1.812815436,South West
40415,,Wessex Water,BOURNEMOUTH (Holdenhurst) STW,BH7 7ES,413300,95230,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.75651622,-1.812815436,South West
BX4054ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",VIRIDOR WASTE MANAGEMENT LTD,Trigon Landfill Bere-Regis To Wareham Road Nr Wareham Dorset,BH20 7PB,389600,89400,Wessex,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,50.70414374,-2.148637222,South West
BX4054ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",VIRIDOR WASTE MANAGEMENT LTD,Trigon Landfill Bere-Regis To Wareham Road Nr Wareham Dorset,BH20 7PB,389600,89400,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.70414374,-2.148637222,South West
EP3431FL,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",Higher Kings Mill Limited,Higher Kings Mill Devon,EX15 1QJ,303100,108190,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Cypermethrin,0.005,0,Paper and textiles,Paper & Pulp,1.30E-05,50.8650677,-3.378306058,South West
QP3230LE,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",WESTCOMBE WASTE LTD,WHISCOMBE HILL LANDFILL SITE WESTCOMBE HILL SOMERTONFIELD ROAD SOMERSET,TA11 6PZ,346500,129300,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.06053264,-2.764790934,South West
10005,,Wessex Water,BATH (SALTFORD) STW,BS31 3ER,368900,168800,Wessex,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.41735548,-2.448613053,South West
10005,,Wessex Water,BATH (SALTFORD) STW,BS31 3ER,368900,168800,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.41735548,-2.448613053,South West
100334,,Wessex Water,WESTON SUPER MARE STW,BS24 0AP,331100,156900,Wessex,Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,51.30702901,-2.98981133,South West
100334,,Wessex Water,WESTON SUPER MARE STW,BS24 0AP,331100,156900,Wessex,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.30702901,-2.98981133,South West
100334,,Wessex Water,WESTON SUPER MARE STW,BS24 0AP,331100,156900,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.30702901,-2.98981133,South West
BK6858ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Viridor Waste Management Limited,Sands Farm Landfill Sand Pit Road Calne Wiltshire,SN11 8TR,401500,170900,Wessex,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,51.43709555,-1.979810204,South West
BK6858ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Viridor Waste Management Limited,Sands Farm Landfill Sand Pit Road Calne Wiltshire,SN11 8TR,401500,170900,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.43709555,-1.979810204,South West
S/07/56066/R,,SEVERN TRENT WATER LTD,Worcester STW,WR2 4ZP,253530,384361,West Midlands,Controlled Waters,Fluoranthene,0.1,0.1,Water Industry,Water Industry,,53.33582157,-4.201181535,West Midlands
S/06/55232/R,,SEVERN TRENT WATER LTD,Roundhill Sewage Treatment Wor Gibbett Lane Kinver West Midlands,DY7 6PX,303870,202830,West Midlands,Controlled Waters,Fluoranthene,0.1,0.23,Water Industry,Water Industry,,51.715932,-3.392880616,West Midlands
S/06/55232/R,,SEVERN TRENT WATER LTD,Roundhill Sewage Treatment Wor Gibbett Lane Kinver West Midlands,DY7 6PX,303870,202830,West Midlands,Controlled Waters,Benzo(a)pyrene,1,1.02,Water Industry,Water Industry,,51.715932,-3.392880616,West Midlands
S/06/55232/R,,SEVERN TRENT WATER LTD,Roundhill Sewage Treatment Wor Gibbett Lane Kinver West Midlands,DY7 6PX,303870,202830,West Midlands,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.32,Water Industry,Water Industry,,51.715932,-3.392880616,West Midlands
S/07/56066/R,,SEVERN TRENT WATER LTD,Worcester STW,WR2 4ZP,253530,384361,West Midlands,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,53.33582157,-4.201181535,West Midlands
S/07/56066/R,,SEVERN TRENT WATER LTD,Worcester STW,WR2 4ZP,253530,384361,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.33582157,-4.201181535,West Midlands
